Pierre de Coubertin;Mas de Bellevue;Comté de Nice;Corse;Jacques Prévert;Place d'Italie;Carriéra;Pierre Cardenal;Comté de Toulouse;Raimbaud d'Orange;Hauts de Massane;Gémeaux;Saint-Paul;Halles de la Paillade;Oxford;Lycée Léonard de Vinci;Hôtel du Département
12:25;12:27;12:27;12:27;12:28;12:30;12:31;12:32;12:33;12:34;12:34;12:36;12:36;12:38;12:40;12:42;12:49
12:35;12:37;12:37;12:37;12:38;12:40;12:41;12:42;12:43;12:44;12:44;12:46;12:46;12:48;12:50;12:52;12:59
12:47;12:49;12:49;12:49;12:50;12:52;12:53;12:54;12:55;12:56;12:56;12:58;12:58;13:00;13:02;13:03;13:10
12:59;13:01;13:01;13:01;13:02;13:04;13:05;13:06;13:07;13:08;13:08;13:10;13:10;13:12;13:14;13:15;13:22
13:11;13:13;13:13;13:13;13:14;13:16;13:17;13:18;13:19;13:20;13:20;13:22;13:22;13:24;13:26;13:27;13:34
13:23;13:25;13:25;13:25;13:27;13:29;13:30;13:31;13:32;13:33;13:33;13:35;13:35;13:37;13:39;13:40;13:47
13:35;13:37;13:37;13:37;13:39;13:41;13:42;13:43;13:44;13:45;13:45;13:47;13:47;13:49;13:51;13:52;13:59
13:45;13:47;13:47;13:47;13:49;13:51;13:52;13:53;13:54;13:55;13:55;13:57;13:57;13:59;14:01;14:02;14:09
13:55;13:57;13:57;13:57;13:59;14:01;14:02;14:03;14:04;14:05;14:05;14:07;14:07;14:09;14:11;14:12;14:19
14:05;14:07;14:07;14:07;14:09;14:11;14:12;14:13;14:14;14:15;14:15;14:17;14:17;14:19;14:21;14:22;14:29
14:15;14:17;14:17;14:17;14:18;14:20;14:21;14:22;14:23;14:24;14:24;14:26;14:26;14:28;14:30;14:31;14:38
14:25;14:27;14:27;14:27;14:28;14:30;14:31;14:32;14:33;14:34;14:34;14:36;14:36;14:38;14:40;14:41;14:48
14:35;14:37;14:37;14:37;14:38;14:40;14:41;14:42;14:43;14:44;14:44;14:46;14:46;14:48;14:50;14:51;14:58
14:45;14:47;14:47;14:47;14:48;14:50;14:51;14:52;14:53;14:54;14:54;14:56;14:56;14:58;15:00;15:01;15:08
14:55;14:57;14:57;14:57;14:58;15:00;15:01;15:02;15:03;15:04;15:04;15:07;15:07;15:09;15:11;15:12;15:19
15:05;15:07;15:07;15:07;15:08;15:10;15:11;15:12;15:13;15:14;15:14;15:17;15:17;15:19;15:21;15:22;15:29
15:15;15:17;15:17;15:17;15:18;15:20;15:21;15:22;15:23;15:24;15:24;15:27;15:27;15:29;15:31;15:32;15:39
15:25;15:27;15:27;15:27;15:28;15:30;15:31;15:32;15:33;15:34;15:34;15:37;15:37;15:39;15:41;15:42;15:49
15:35;15:37;15:37;15:37;15:38;15:40;15:41;15:42;15:43;15:44;15:44;15:47;15:47;15:49;15:51;15:52;15:59
15:45;15:47;15:47;15:47;15:48;15:50;15:51;15:52;15:53;15:54;15:54;15:57;15:57;15:59;16:01;16:02;16:09
15:55;15:57;15:57;15:57;15:58;16:00;16:01;16:02;16:03;16:04;16:04;16:07;16:07;16:09;16:11;16:12;16:19
16:05;16:07;16:07;16:07;16:08;16:10;16:11;16:12;16:13;16:14;16:14;16:17;16:17;16:20;16:22;16:24;16:31
16:15;16:17;16:17;16:17;16:18;16:20;16:21;16:22;16:23;16:24;16:24;16:27;16:27;16:30;16:32;16:34;16:41
16:25;16:27;16:27;16:27;16:28;16:30;16:31;16:32;16:33;16:34;16:34;16:37;16:38;16:41;16:43;16:45;16:53
16:35;16:37;16:37;16:37;16:38;16:40;16:41;16:42;16:43;16:44;16:44;16:47;16:48;16:51;16:53;16:55;17:03
16:45;16:47;16:47;16:47;16:48;16:50;16:51;16:52;16:53;16:54;16:54;16:57;16:58;17:01;17:03;17:05;17:13
16:56;16:58;16:58;16:58;16:59;17:01;17:02;17:03;17:04;17:05;17:05;17:08;17:09;17:12;17:14;17:16;17:24
17:07;17:09;17:09;17:09;17:10;17:12;17:13;17:14;17:15;17:16;17:16;17:19;17:20;17:23;17:25;17:27;17:35
17:18;17:20;17:20;17:20;17:21;17:23;17:24;17:25;17:26;17:27;17:27;17:30;17:31;17:34;17:36;17:38;17:46
17:29;17:31;17:31;17:31;17:32;17:34;17:35;17:36;17:37;17:38;17:38;17:41;17:42;17:45;17:47;17:49;17:56
17:40;17:42;17:42;17:42;17:43;17:45;17:46;17:47;17:48;17:49;17:49;17:52;17:52;17:55;17:57;17:59;18:06
17:51;17:53;17:53;17:53;17:54;17:56;17:57;17:58;17:59;18:00;18:00;18:03;18:03;18:06;18:08;18:10;18:17
18:01;18:03;18:03;18:03;18:04;18:06;18:07;18:08;18:09;18:10;18:10;18:13;18:13;18:16;18:18;18:20;18:27
18:12;18:14;18:14;18:14;18:15;18:17;18:18;18:19;18:20;18:21;18:21;18:24;18:24;18:27;18:29;18:30;18:37
18:22;18:24;18:24;18:24;18:25;18:27;18:28;18:29;18:30;18:31;18:31;18:34;18:34;18:36;18:38;18:39;18:46
18:32;18:34;18:34;18:34;18:35;18:37;18:38;18:39;18:40;18:41;18:41;18:43;18:43;18:45;18:47;18:48;18:55
18:42;18:44;18:44;18:44;18:45;18:47;18:48;18:49;18:50;18:51;18:51;18:53;18:53;18:55;18:57;18:58;19:05
18:52;18:54;18:54;18:54;18:55;18:57;18:57;18:58;18:59;19:00;19:00;19:02;19:02;19:04;19:06;19:07;19:14
19:02;19:04;19:04;19:04;19:05;19:07;19:07;19:08;19:09;19:10;19:10;19:12;19:12;19:14;19:16;19:17;19:24
19:12;19:14;19:14;19:14;19:15;19:17;19:17;19:18;19:19;19:20;19:20;19:22;19:22;19:24;19:26;19:27;19:34
19:25;19:27;19:27;19:27;19:28;19:30;19:30;19:31;19:32;19:33;19:33;19:35;19:35;19:37;19:39;19:40;19:47
19:40;19:42;19:42;19:42;19:43;19:45;19:45;19:46;19:47;19:48;19:48;19:50;19:50;19:52;19:54;19:55;20:02
19:55;19:57;19:57;19:57;19:58;19:59;20:00;20:01;20:01;20:02;20:02;20:04;20:04;20:06;20:08;20:09;20:15
20:10;20:11;20:11;20:11;20:12;20:13;20:14;20:15;20:15;20:16;20:16;20:18;20:18;20:20;20:21;20:22;20:28
20:30;20:31;20:31;20:31;20:32;20:33;20:34;20:35;20:35;20:36;20:36;20:38;20:38;20:40;20:41;20:42;20:47
